file,genre,label
..\augmented_dataset\rock\rock_0614.npy,rock,9
..\augmented_dataset\blues\blues_0567.npy,blues,0
..\augmented_dataset\reggae\reggae_0611.npy,reggae,8
..\augmented_dataset\disco\disco_0967.npy,disco,3
..\augmented_dataset\jazz\jazz_1274.npy,jazz,5
..\augmented_dataset\pop\pop_0060.npy,pop,7
..\augmented_dataset\rock\rock_1546.npy,rock,9
..\augmented_dataset\disco\disco_1314.npy,disco,3
..\augmented_dataset\pop\pop_1358.npy,pop,7
..\augmented_dataset\disco\disco_0030.npy,disco,3
..\augmented_dataset\disco\disco_0314.npy,disco,3
..\augmented_dataset\disco\disco_0359.npy,disco,3
..\augmented_dataset\reggae\reggae_1794.npy,reggae,8
..\augmented_dataset\country\country_1607.npy,country,2
..\augmented_dataset\disco\disco_0644.npy,disco,3
..\augmented_dataset\reggae\reggae_0437.npy,reggae,8
..\augmented_dataset\reggae\reggae_1629.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_0895.npy,hiphop,4
..\augmented_dataset\pop\pop_0976.npy,pop,7
..\augmented_dataset\jazz\jazz_1565.npy,jazz,5
..\augmented_dataset\rock\rock_1244.npy,rock,9
..\augmented_dataset\classical\classical_0257.npy,classical,1
..\augmented_dataset\classical\classical_1047.npy,classical,1
..\augmented_dataset\classical\classical_1428.npy,classical,1
..\augmented_dataset\metal\metal_1365.npy,metal,6
..\augmented_dataset\rock\rock_1112.npy,rock,9
..\augmented_dataset\country\country_0822.npy,country,2
..\augmented_dataset\country\country_1758.npy,country,2
..\augmented_dataset\blues\blues_0819.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0597.npy,hiphop,4
..\augmented_dataset\blues\blues_1008.npy,blues,0
..\augmented_dataset\jazz\jazz_0733.npy,jazz,5
..\augmented_dataset\disco\disco_0355.npy,disco,3
..\augmented_dataset\metal\metal_0193.npy,metal,6
..\augmented_dataset\hiphop\hiphop_0858.npy,hiphop,4
..\augmented_dataset\metal\metal_0631.npy,metal,6
..\augmented_dataset\blues\blues_0303.npy,blues,0
..\augmented_dataset\metal\metal_1373.npy,metal,6
..\augmented_dataset\metal\metal_0336.npy,metal,6
..\augmented_dataset\jazz\jazz_1397.npy,jazz,5
..\augmented_dataset\pop\pop_0494.npy,pop,7
..\augmented_dataset\jazz\jazz_0881.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_0800.npy,hiphop,4
..\augmented_dataset\jazz\jazz_1758.npy,jazz,5
..\augmented_dataset\blues\blues_0336.npy,blues,0
..\augmented_dataset\classical\classical_0033.npy,classical,1
..\augmented_dataset\blues\blues_0884.npy,blues,0
..\augmented_dataset\pop\pop_0023.npy,pop,7
..\augmented_dataset\classical\classical_1104.npy,classical,1
..\augmented_dataset\reggae\reggae_1834.npy,reggae,8
..\augmented_dataset\reggae\reggae_0159.npy,reggae,8
..\augmented_dataset\rock\rock_1666.npy,rock,9
..\augmented_dataset\reggae\reggae_1547.npy,reggae,8
..\augmented_dataset\rock\rock_0441.npy,rock,9
..\augmented_dataset\blues\blues_0872.npy,blues,0
..\augmented_dataset\blues\blues_0300.npy,blues,0
..\augmented_dataset\country\country_1127.npy,country,2
..\augmented_dataset\classical\classical_0135.npy,classical,1
..\augmented_dataset\pop\pop_1223.npy,pop,7
..\augmented_dataset\pop\pop_0584.npy,pop,7
..\augmented_dataset\jazz\jazz_0287.npy,jazz,5
..\augmented_dataset\classical\classical_1034.npy,classical,1
..\augmented_dataset\jazz\jazz_0023.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_0397.npy,hiphop,4
..\augmented_dataset\pop\pop_1658.npy,pop,7
..\augmented_dataset\metal\metal_1948.npy,metal,6
..\augmented_dataset\disco\disco_1807.npy,disco,3
..\augmented_dataset\reggae\reggae_1272.npy,reggae,8
..\augmented_dataset\blues\blues_0626.npy,blues,0
..\augmented_dataset\hiphop\hiphop_1341.npy,hiphop,4
..\augmented_dataset\disco\disco_1732.npy,disco,3
..\augmented_dataset\rock\rock_1212.npy,rock,9
..\augmented_dataset\classical\classical_0790.npy,classical,1
..\augmented_dataset\disco\disco_0933.npy,disco,3
..\augmented_dataset\disco\disco_1916.npy,disco,3
..\augmented_dataset\reggae\reggae_0160.npy,reggae,8
..\augmented_dataset\rock\rock_1313.npy,rock,9
..\augmented_dataset\pop\pop_0432.npy,pop,7
..\augmented_dataset\disco\disco_1112.npy,disco,3
..\augmented_dataset\country\country_0178.npy,country,2
..\augmented_dataset\blues\blues_1790.npy,blues,0
..\augmented_dataset\reggae\reggae_1371.npy,reggae,8
..\augmented_dataset\disco\disco_1879.npy,disco,3
..\augmented_dataset\rock\rock_1861.npy,rock,9
..\augmented_dataset\hiphop\hiphop_1920.npy,hiphop,4
..\augmented_dataset\hiphop\hiphop_1523.npy,hiphop,4
..\augmented_dataset\jazz\jazz_0123.npy,jazz,5
..\augmented_dataset\rock\rock_1545.npy,rock,9
..\augmented_dataset\disco\disco_1079.npy,disco,3
..\augmented_dataset\rock\rock_1812.npy,rock,9
..\augmented_dataset\disco\disco_1146.npy,disco,3
..\augmented_dataset\country\country_0331.npy,country,2
..\augmented_dataset\pop\pop_0992.npy,pop,7
..\augmented_dataset\pop\pop_0812.npy,pop,7
..\augmented_dataset\classical\classical_1761.npy,classical,1
..\augmented_dataset\rock\rock_1198.npy,rock,9
..\augmented_dataset\jazz\jazz_0159.npy,jazz,5
..\augmented_dataset\country\country_0569.npy,country,2
..\augmented_dataset\country\country_0376.npy,country,2
..\augmented_dataset\blues\blues_1676.npy,blues,0
..\augmented_dataset\hiphop\hiphop_1242.npy,hiphop,4
..\augmented_dataset\metal\metal_1285.npy,metal,6
..\augmented_dataset\hiphop\hiphop_1068.npy,hiphop,4
..\augmented_dataset\reggae\reggae_0169.npy,reggae,8
..\augmented_dataset\blues\blues_0580.npy,blues,0
..\augmented_dataset\blues\blues_1274.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0419.npy,hiphop,4
..\augmented_dataset\reggae\reggae_0264.npy,reggae,8
..\augmented_dataset\rock\rock_0764.npy,rock,9
..\augmented_dataset\hiphop\hiphop_0692.npy,hiphop,4
..\augmented_dataset\metal\metal_0565.npy,metal,6
..\augmented_dataset\reggae\reggae_0881.npy,reggae,8
..\augmented_dataset\rock\rock_0263.npy,rock,9
..\augmented_dataset\hiphop\hiphop_0328.npy,hiphop,4
..\augmented_dataset\pop\pop_0981.npy,pop,7
..\augmented_dataset\reggae\reggae_1707.npy,reggae,8
..\augmented_dataset\pop\pop_0717.npy,pop,7
..\augmented_dataset\classical\classical_0443.npy,classical,1
..\augmented_dataset\metal\metal_0604.npy,metal,6
..\augmented_dataset\classical\classical_1510.npy,classical,1
..\augmented_dataset\classical\classical_0991.npy,classical,1
..\augmented_dataset\jazz\jazz_0551.npy,jazz,5
..\augmented_dataset\pop\pop_1416.npy,pop,7
..\augmented_dataset\reggae\reggae_1783.npy,reggae,8
..\augmented_dataset\blues\blues_0054.npy,blues,0
..\augmented_dataset\metal\metal_1512.npy,metal,6
..\augmented_dataset\reggae\reggae_1972.npy,reggae,8
..\augmented_dataset\country\country_0158.npy,country,2
..\augmented_dataset\reggae\reggae_1194.npy,reggae,8
..\augmented_dataset\pop\pop_0180.npy,pop,7
..\augmented_dataset\rock\rock_1396.npy,rock,9
..\augmented_dataset\jazz\jazz_1301.npy,jazz,5
..\augmented_dataset\blues\blues_1100.npy,blues,0
..\augmented_dataset\hiphop\hiphop_1644.npy,hiphop,4
..\augmented_dataset\jazz\jazz_1875.npy,jazz,5
..\augmented_dataset\classical\classical_1599.npy,classical,1
..\augmented_dataset\metal\metal_1032.npy,metal,6
..\augmented_dataset\country\country_1100.npy,country,2
..\augmented_dataset\classical\classical_1506.npy,classical,1
..\augmented_dataset\country\country_1008.npy,country,2
..\augmented_dataset\country\country_0472.npy,country,2
..\augmented_dataset\classical\classical_1965.npy,classical,1
..\augmented_dataset\jazz\jazz_1057.npy,jazz,5
..\augmented_dataset\classical\classical_1541.npy,classical,1
..\augmented_dataset\metal\metal_1972.npy,metal,6
..\augmented_dataset\jazz\jazz_1021.npy,jazz,5
..\augmented_dataset\country\country_0068.npy,country,2
..\augmented_dataset\classical\classical_1750.npy,classical,1
..\augmented_dataset\classical\classical_1483.npy,classical,1
..\augmented_dataset\metal\metal_1820.npy,metal,6
..\augmented_dataset\rock\rock_0292.npy,rock,9
..\augmented_dataset\metal\metal_1149.npy,metal,6
..\augmented_dataset\country\country_1292.npy,country,2
..\augmented_dataset\reggae\reggae_0184.npy,reggae,8
..\augmented_dataset\rock\rock_1030.npy,rock,9
..\augmented_dataset\country\country_1342.npy,country,2
..\augmented_dataset\rock\rock_1847.npy,rock,9
..\augmented_dataset\metal\metal_1907.npy,metal,6
..\augmented_dataset\hiphop\hiphop_0768.npy,hiphop,4
..\augmented_dataset\jazz\jazz_1733.npy,jazz,5
..\augmented_dataset\jazz\jazz_1641.npy,jazz,5
..\augmented_dataset\pop\pop_1722.npy,pop,7
..\augmented_dataset\hiphop\hiphop_1259.npy,hiphop,4
..\augmented_dataset\classical\classical_0816.npy,classical,1
..\augmented_dataset\jazz\jazz_0199.npy,jazz,5
..\augmented_dataset\metal\metal_0121.npy,metal,6
..\augmented_dataset\metal\metal_1188.npy,metal,6
..\augmented_dataset\reggae\reggae_1303.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_1398.npy,hiphop,4
..\augmented_dataset\metal\metal_0741.npy,metal,6
..\augmented_dataset\metal\metal_1281.npy,metal,6
..\augmented_dataset\rock\rock_1831.npy,rock,9
..\augmented_dataset\pop\pop_1566.npy,pop,7
..\augmented_dataset\reggae\reggae_0154.npy,reggae,8
..\augmented_dataset\reggae\reggae_1422.npy,reggae,8
..\augmented_dataset\metal\metal_0777.npy,metal,6
..\augmented_dataset\reggae\reggae_0376.npy,reggae,8
..\augmented_dataset\country\country_0275.npy,country,2
..\augmented_dataset\rock\rock_0295.npy,rock,9
..\augmented_dataset\disco\disco_1401.npy,disco,3
..\augmented_dataset\hiphop\hiphop_0435.npy,hiphop,4
..\augmented_dataset\blues\blues_0483.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0382.npy,hiphop,4
..\augmented_dataset\disco\disco_0344.npy,disco,3
..\augmented_dataset\metal\metal_0773.npy,metal,6
..\augmented_dataset\country\country_1763.npy,country,2
..\augmented_dataset\country\country_0069.npy,country,2
..\augmented_dataset\blues\blues_0182.npy,blues,0
..\augmented_dataset\country\country_1539.npy,country,2
..\augmented_dataset\metal\metal_0800.npy,metal,6
..\augmented_dataset\country\country_1071.npy,country,2
..\augmented_dataset\country\country_1141.npy,country,2
..\augmented_dataset\hiphop\hiphop_1291.npy,hiphop,4
..\augmented_dataset\disco\disco_0362.npy,disco,3
..\augmented_dataset\metal\metal_1591.npy,metal,6
..\augmented_dataset\rock\rock_1415.npy,rock,9
..\augmented_dataset\reggae\reggae_0617.npy,reggae,8
..\augmented_dataset\country\country_1026.npy,country,2
..\augmented_dataset\pop\pop_1442.npy,pop,7
..\augmented_dataset\country\country_0183.npy,country,2
..\augmented_dataset\metal\metal_1546.npy,metal,6
..\augmented_dataset\pop\pop_0541.npy,pop,7
..\augmented_dataset\disco\disco_1545.npy,disco,3
..\augmented_dataset\rock\rock_1121.npy,rock,9
..\augmented_dataset\jazz\jazz_1862.npy,jazz,5
..\augmented_dataset\metal\metal_1836.npy,metal,6
..\augmented_dataset\metal\metal_1593.npy,metal,6
..\augmented_dataset\disco\disco_1585.npy,disco,3
..\augmented_dataset\hiphop\hiphop_0134.npy,hiphop,4
..\augmented_dataset\metal\metal_0028.npy,metal,6
..\augmented_dataset\blues\blues_0164.npy,blues,0
..\augmented_dataset\blues\blues_0248.npy,blues,0
..\augmented_dataset\jazz\jazz_0439.npy,jazz,5
..\augmented_dataset\classical\classical_0996.npy,classical,1
..\augmented_dataset\rock\rock_0612.npy,rock,9
..\augmented_dataset\metal\metal_0972.npy,metal,6
..\augmented_dataset\blues\blues_0058.npy,blues,0
..\augmented_dataset\reggae\reggae_0812.npy,reggae,8
..\augmented_dataset\rock\rock_1185.npy,rock,9
..\augmented_dataset\metal\metal_1308.npy,metal,6
..\augmented_dataset\country\country_0019.npy,country,2
..\augmented_dataset\rock\rock_1711.npy,rock,9
..\augmented_dataset\jazz\jazz_1168.npy,jazz,5
..\augmented_dataset\reggae\reggae_0616.npy,reggae,8
..\augmented_dataset\country\country_1364.npy,country,2
..\augmented_dataset\rock\rock_0291.npy,rock,9
..\augmented_dataset\blues\blues_0568.npy,blues,0
..\augmented_dataset\blues\blues_1172.npy,blues,0
..\augmented_dataset\reggae\reggae_1358.npy,reggae,8
..\augmented_dataset\pop\pop_0549.npy,pop,7
..\augmented_dataset\pop\pop_0112.npy,pop,7
..\augmented_dataset\reggae\reggae_1007.npy,reggae,8
..\augmented_dataset\rock\rock_1008.npy,rock,9
..\augmented_dataset\blues\blues_0190.npy,blues,0
..\augmented_dataset\pop\pop_1920.npy,pop,7
..\augmented_dataset\rock\rock_0640.npy,rock,9
..\augmented_dataset\classical\classical_0651.npy,classical,1
..\augmented_dataset\metal\metal_0909.npy,metal,6
..\augmented_dataset\rock\rock_0885.npy,rock,9
..\augmented_dataset\reggae\reggae_1650.npy,reggae,8
..\augmented_dataset\jazz\jazz_1681.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_1302.npy,hiphop,4
..\augmented_dataset\reggae\reggae_1336.npy,reggae,8
..\augmented_dataset\jazz\jazz_1148.npy,jazz,5
..\augmented_dataset\reggae\reggae_1513.npy,reggae,8
..\augmented_dataset\metal\metal_1253.npy,metal,6
..\augmented_dataset\classical\classical_1075.npy,classical,1
..\augmented_dataset\pop\pop_0907.npy,pop,7
..\augmented_dataset\jazz\jazz_0329.npy,jazz,5
..\augmented_dataset\rock\rock_1027.npy,rock,9
..\augmented_dataset\country\country_0316.npy,country,2
..\augmented_dataset\blues\blues_1340.npy,blues,0
..\augmented_dataset\disco\disco_1438.npy,disco,3
..\augmented_dataset\disco\disco_0152.npy,disco,3
..\augmented_dataset\disco\disco_1250.npy,disco,3
..\augmented_dataset\classical\classical_0390.npy,classical,1
..\augmented_dataset\blues\blues_1649.npy,blues,0
..\augmented_dataset\metal\metal_1057.npy,metal,6
..\augmented_dataset\country\country_1286.npy,country,2
..\augmented_dataset\pop\pop_0839.npy,pop,7
..\augmented_dataset\pop\pop_0882.npy,pop,7
..\augmented_dataset\hiphop\hiphop_0666.npy,hiphop,4
..\augmented_dataset\disco\disco_1220.npy,disco,3
..\augmented_dataset\rock\rock_0983.npy,rock,9
..\augmented_dataset\metal\metal_0153.npy,metal,6
..\augmented_dataset\blues\blues_0578.npy,blues,0
..\augmented_dataset\disco\disco_0088.npy,disco,3
..\augmented_dataset\rock\rock_0990.npy,rock,9
..\augmented_dataset\blues\blues_1697.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0153.npy,hiphop,4
..\augmented_dataset\country\country_1819.npy,country,2
..\augmented_dataset\country\country_0791.npy,country,2
..\augmented_dataset\country\country_0040.npy,country,2
..\augmented_dataset\metal\metal_0151.npy,metal,6
..\augmented_dataset\pop\pop_0813.npy,pop,7
..\augmented_dataset\hiphop\hiphop_0957.npy,hiphop,4
..\augmented_dataset\jazz\jazz_0525.npy,jazz,5
..\augmented_dataset\classical\classical_1712.npy,classical,1
..\augmented_dataset\reggae\reggae_0638.npy,reggae,8
..\augmented_dataset\hiphop\hiphop_0317.npy,hiphop,4
..\augmented_dataset\disco\disco_0806.npy,disco,3
..\augmented_dataset\rock\rock_0554.npy,rock,9
..\augmented_dataset\disco\disco_0629.npy,disco,3
..\augmented_dataset\classical\classical_0070.npy,classical,1
..\augmented_dataset\rock\rock_0687.npy,rock,9
..\augmented_dataset\country\country_1352.npy,country,2
..\augmented_dataset\country\country_1479.npy,country,2
..\augmented_dataset\rock\rock_1397.npy,rock,9
..\augmented_dataset\hiphop\hiphop_0940.npy,hiphop,4
..\augmented_dataset\hiphop\hiphop_1813.npy,hiphop,4
..\augmented_dataset\blues\blues_0726.npy,blues,0
..\augmented_dataset\hiphop\hiphop_1046.npy,hiphop,4
..\augmented_dataset\pop\pop_1735.npy,pop,7
..\augmented_dataset\rock\rock_1171.npy,rock,9
..\augmented_dataset\jazz\jazz_0899.npy,jazz,5
..\augmented_dataset\metal\metal_0599.npy,metal,6
..\augmented_dataset\blues\blues_0869.npy,blues,0
..\augmented_dataset\blues\blues_0185.npy,blues,0
..\augmented_dataset\country\country_1770.npy,country,2
..\augmented_dataset\disco\disco_0978.npy,disco,3
..\augmented_dataset\country\country_0982.npy,country,2
..\augmented_dataset\blues\blues_1307.npy,blues,0
..\augmented_dataset\jazz\jazz_0150.npy,jazz,5
..\augmented_dataset\country\country_0120.npy,country,2
..\augmented_dataset\jazz\jazz_1455.npy,jazz,5
..\augmented_dataset\jazz\jazz_1574.npy,jazz,5
..\augmented_dataset\rock\rock_0539.npy,rock,9
..\augmented_dataset\country\country_0707.npy,country,2
..\augmented_dataset\country\country_0998.npy,country,2
..\augmented_dataset\metal\metal_1749.npy,metal,6
..\augmented_dataset\hiphop\hiphop_1613.npy,hiphop,4
..\augmented_dataset\disco\disco_0393.npy,disco,3
..\augmented_dataset\hiphop\hiphop_1598.npy,hiphop,4
..\augmented_dataset\classical\classical_1403.npy,classical,1
..\augmented_dataset\rock\rock_0017.npy,rock,9
..\augmented_dataset\reggae\reggae_1641.npy,reggae,8
..\augmented_dataset\rock\rock_0388.npy,rock,9
..\augmented_dataset\classical\classical_0797.npy,classical,1
..\augmented_dataset\country\country_0737.npy,country,2
..\augmented_dataset\reggae\reggae_1804.npy,reggae,8
..\augmented_dataset\metal\metal_0480.npy,metal,6
..\augmented_dataset\country\country_0629.npy,country,2
..\augmented_dataset\hiphop\hiphop_0252.npy,hiphop,4
..\augmented_dataset\jazz\jazz_1258.npy,jazz,5
..\augmented_dataset\metal\metal_0201.npy,metal,6
..\augmented_dataset\hiphop\hiphop_1282.npy,hiphop,4
..\augmented_dataset\hiphop\hiphop_1328.npy,hiphop,4
..\augmented_dataset\rock\rock_1614.npy,rock,9
..\augmented_dataset\hiphop\hiphop_1008.npy,hiphop,4
..\augmented_dataset\jazz\jazz_0128.npy,jazz,5
..\augmented_dataset\disco\disco_0354.npy,disco,3
..\augmented_dataset\metal\metal_0125.npy,metal,6
..\augmented_dataset\hiphop\hiphop_0161.npy,hiphop,4
..\augmented_dataset\rock\rock_0903.npy,rock,9
..\augmented_dataset\metal\metal_1053.npy,metal,6
..\augmented_dataset\reggae\reggae_1837.npy,reggae,8
..\augmented_dataset\reggae\reggae_0909.npy,reggae,8
..\augmented_dataset\metal\metal_1293.npy,metal,6
..\augmented_dataset\metal\metal_0185.npy,metal,6
..\augmented_dataset\country\country_0582.npy,country,2
..\augmented_dataset\jazz\jazz_1735.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_0729.npy,hiphop,4
..\augmented_dataset\jazz\jazz_0513.npy,jazz,5
..\augmented_dataset\blues\blues_0142.npy,blues,0
..\augmented_dataset\classical\classical_0185.npy,classical,1
..\augmented_dataset\classical\classical_0095.npy,classical,1
..\augmented_dataset\jazz\jazz_0975.npy,jazz,5
..\augmented_dataset\metal\metal_0445.npy,metal,6
..\augmented_dataset\pop\pop_0433.npy,pop,7
..\augmented_dataset\classical\classical_1949.npy,classical,1
..\augmented_dataset\country\country_1706.npy,country,2
..\augmented_dataset\metal\metal_0268.npy,metal,6
..\augmented_dataset\metal\metal_0115.npy,metal,6
..\augmented_dataset\reggae\reggae_1926.npy,reggae,8
..\augmented_dataset\jazz\jazz_1071.npy,jazz,5
..\augmented_dataset\jazz\jazz_1726.npy,jazz,5
..\augmented_dataset\pop\pop_1802.npy,pop,7
..\augmented_dataset\jazz\jazz_1958.npy,jazz,5
..\augmented_dataset\metal\metal_0249.npy,metal,6
..\augmented_dataset\blues\blues_1739.npy,blues,0
..\augmented_dataset\pop\pop_1217.npy,pop,7
..\augmented_dataset\jazz\jazz_1972.npy,jazz,5
..\augmented_dataset\metal\metal_0436.npy,metal,6
..\augmented_dataset\classical\classical_0693.npy,classical,1
..\augmented_dataset\hiphop\hiphop_1289.npy,hiphop,4
..\augmented_dataset\reggae\reggae_1690.npy,reggae,8
..\augmented_dataset\jazz\jazz_1943.npy,jazz,5
..\augmented_dataset\pop\pop_1757.npy,pop,7
..\augmented_dataset\disco\disco_0560.npy,disco,3
..\augmented_dataset\pop\pop_1504.npy,pop,7
..\augmented_dataset\blues\blues_1357.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0512.npy,hiphop,4
..\augmented_dataset\jazz\jazz_1920.npy,jazz,5
..\augmented_dataset\pop\pop_1422.npy,pop,7
..\augmented_dataset\country\country_0498.npy,country,2
..\augmented_dataset\reggae\reggae_1673.npy,reggae,8
..\augmented_dataset\pop\pop_1368.npy,pop,7
..\augmented_dataset\rock\rock_0701.npy,rock,9
..\augmented_dataset\jazz\jazz_1173.npy,jazz,5
..\augmented_dataset\blues\blues_0334.npy,blues,0
..\augmented_dataset\pop\pop_0136.npy,pop,7
..\augmented_dataset\blues\blues_1239.npy,blues,0
..\augmented_dataset\jazz\jazz_0311.npy,jazz,5
..\augmented_dataset\jazz\jazz_0807.npy,jazz,5
..\augmented_dataset\blues\blues_0310.npy,blues,0
..\augmented_dataset\jazz\jazz_1101.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_1472.npy,hiphop,4
..\augmented_dataset\classical\classical_1819.npy,classical,1
..\augmented_dataset\pop\pop_1546.npy,pop,7
..\augmented_dataset\metal\metal_1446.npy,metal,6
..\augmented_dataset\disco\disco_0956.npy,disco,3
..\augmented_dataset\pop\pop_1977.npy,pop,7
..\augmented_dataset\reggae\reggae_1676.npy,reggae,8
..\augmented_dataset\rock\rock_0316.npy,rock,9
..\augmented_dataset\pop\pop_0822.npy,pop,7
..\augmented_dataset\disco\disco_0603.npy,disco,3
..\augmented_dataset\country\country_0987.npy,country,2
..\augmented_dataset\rock\rock_1503.npy,rock,9
..\augmented_dataset\blues\blues_0917.npy,blues,0
..\augmented_dataset\disco\disco_0908.npy,disco,3
..\augmented_dataset\metal\metal_0734.npy,metal,6
..\augmented_dataset\reggae\reggae_0740.npy,reggae,8
..\augmented_dataset\jazz\jazz_0512.npy,jazz,5
..\augmented_dataset\classical\classical_1967.npy,classical,1
..\augmented_dataset\jazz\jazz_0112.npy,jazz,5
..\augmented_dataset\reggae\reggae_1664.npy,reggae,8
..\augmented_dataset\rock\rock_0087.npy,rock,9
..\augmented_dataset\pop\pop_0662.npy,pop,7
..\augmented_dataset\jazz\jazz_1864.npy,jazz,5
..\augmented_dataset\rock\rock_1783.npy,rock,9
..\augmented_dataset\disco\disco_1342.npy,disco,3
..\augmented_dataset\classical\classical_0752.npy,classical,1
..\augmented_dataset\country\country_1055.npy,country,2
..\augmented_dataset\disco\disco_0063.npy,disco,3
..\augmented_dataset\blues\blues_1580.npy,blues,0
..\augmented_dataset\blues\blues_0242.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0432.npy,hiphop,4
..\augmented_dataset\hiphop\hiphop_0353.npy,hiphop,4
..\augmented_dataset\blues\blues_0756.npy,blues,0
..\augmented_dataset\metal\metal_1973.npy,metal,6
..\augmented_dataset\blues\blues_0599.npy,blues,0
..\augmented_dataset\rock\rock_0728.npy,rock,9
..\augmented_dataset\jazz\jazz_1906.npy,jazz,5
..\augmented_dataset\blues\blues_1231.npy,blues,0
..\augmented_dataset\metal\metal_1049.npy,metal,6
..\augmented_dataset\disco\disco_1915.npy,disco,3
..\augmented_dataset\reggae\reggae_1254.npy,reggae,8
..\augmented_dataset\jazz\jazz_0424.npy,jazz,5
..\augmented_dataset\blues\blues_0439.npy,blues,0
..\augmented_dataset\hiphop\hiphop_0955.npy,hiphop,4
..\augmented_dataset\metal\metal_1978.npy,metal,6
..\augmented_dataset\hiphop\hiphop_0818.npy,hiphop,4
..\augmented_dataset\jazz\jazz_0457.npy,jazz,5
..\augmented_dataset\blues\blues_0482.npy,blues,0
..\augmented_dataset\jazz\jazz_1854.npy,jazz,5
..\augmented_dataset\pop\pop_1017.npy,pop,7
..\augmented_dataset\classical\classical_1976.npy,classical,1
..\augmented_dataset\classical\classical_0167.npy,classical,1
..\augmented_dataset\country\country_1971.npy,country,2
..\augmented_dataset\jazz\jazz_0983.npy,jazz,5
..\augmented_dataset\classical\classical_1829.npy,classical,1
..\augmented_dataset\hiphop\hiphop_1504.npy,hiphop,4
..\augmented_dataset\hiphop\hiphop_1217.npy,hiphop,4
..\augmented_dataset\disco\disco_1178.npy,disco,3
..\augmented_dataset\metal\metal_1710.npy,metal,6
..\augmented_dataset\metal\metal_0747.npy,metal,6
..\augmented_dataset\reggae\reggae_0059.npy,reggae,8
..\augmented_dataset\jazz\jazz_0851.npy,jazz,5
..\augmented_dataset\country\country_1190.npy,country,2
..\augmented_dataset\blues\blues_0308.npy,blues,0
..\augmented_dataset\disco\disco_0918.npy,disco,3
..\augmented_dataset\disco\disco_0105.npy,disco,3
..\augmented_dataset\pop\pop_0424.npy,pop,7
..\augmented_dataset\metal\metal_0350.npy,metal,6
..\augmented_dataset\classical\classical_1708.npy,classical,1
..\augmented_dataset\hiphop\hiphop_0049.npy,hiphop,4
..\augmented_dataset\country\country_0151.npy,country,2
..\augmented_dataset\disco\disco_0289.npy,disco,3
..\augmented_dataset\reggae\reggae_0536.npy,reggae,8
..\augmented_dataset\blues\blues_1653.npy,blues,0
..\augmented_dataset\rock\rock_0102.npy,rock,9
..\augmented_dataset\disco\disco_1071.npy,disco,3
..\augmented_dataset\disco\disco_1014.npy,disco,3
..\augmented_dataset\blues\blues_0728.npy,blues,0
..\augmented_dataset\rock\rock_0711.npy,rock,9
..\augmented_dataset\classical\classical_1330.npy,classical,1
..\augmented_dataset\classical\classical_1894.npy,classical,1
..\augmented_dataset\disco\disco_0284.npy,disco,3
..\augmented_dataset\disco\disco_0593.npy,disco,3
..\augmented_dataset\metal\metal_1955.npy,metal,6
..\augmented_dataset\country\country_1136.npy,country,2
..\augmented_dataset\metal\metal_1549.npy,metal,6
..\augmented_dataset\country\country_0093.npy,country,2
..\augmented_dataset\disco\disco_1360.npy,disco,3
..\augmented_dataset\blues\blues_1079.npy,blues,0
..\augmented_dataset\disco\disco_1004.npy,disco,3
..\augmented_dataset\blues\blues_0421.npy,blues,0
..\augmented_dataset\country\country_1518.npy,country,2
..\augmented_dataset\rock\rock_1429.npy,rock,9
..\augmented_dataset\metal\metal_1891.npy,metal,6
..\augmented_dataset\classical\classical_1687.npy,classical,1
..\augmented_dataset\disco\disco_0676.npy,disco,3
..\augmented_dataset\metal\metal_1076.npy,metal,6
..\augmented_dataset\reggae\reggae_0293.npy,reggae,8
..\augmented_dataset\metal\metal_0927.npy,metal,6
..\augmented_dataset\metal\metal_0351.npy,metal,6
..\augmented_dataset\country\country_1527.npy,country,2
..\augmented_dataset\metal\metal_0440.npy,metal,6
..\augmented_dataset\reggae\reggae_0488.npy,reggae,8
..\augmented_dataset\reggae\reggae_0329.npy,reggae,8
..\augmented_dataset\reggae\reggae_1014.npy,reggae,8
..\augmented_dataset\disco\disco_0084.npy,disco,3
..\augmented_dataset\pop\pop_0059.npy,pop,7
..\augmented_dataset\reggae\reggae_0828.npy,reggae,8
..\augmented_dataset\jazz\jazz_1919.npy,jazz,5
..\augmented_dataset\hiphop\hiphop_1274.npy,hiphop,4
..\augmented_dataset\classical\classical_0701.npy,classical,1
..\augmented_dataset\disco\disco_0677.npy,disco,3
..\augmented_dataset\reggae\reggae_1756.npy,reggae,8
..\augmented_dataset\country\country_0647.npy,country,2
..\augmented_dataset\disco\disco_0176.npy,disco,3
